G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,Season,Hitter ID,Team,is_sub_row,Last Team,WAR
5.0,10.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.1111111111111111,0.2,0.1111111111111111,0.3111111111111111,0.0,0.14285714285714285,,0.0,0.2,0.1,0.5,0.5,1.0,309.4,0.2,0.1111111111111111,-2.5824758821142613,-0.18369999999999997,3.0,3.0,BC,S2,6,ARI,True,ARI,-0.22419680118646745
14.0,25.0,25.0,10.0,3.0,7.0,2.0,0.0,1.0,15.0,2.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.4,0.4,0.6,1.0,0.19999999999999996,0.5,1.0,0.04,0.24,0.0,0.3333333333333333,0.6666666666666666,0.5,237.56,0.4,0.6,1.2303445875388084,0.012699999999999951,3.0,6.0,BN,S2,8,ARI,False,ARI,0.20816142631627757
14.0,27.0,27.0,4.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5.0,2.0,0.0,0.14814814814814814,0.14814814814814814,0.2222222222222222,0.37037037037037035,0.07407407407407407,0.2222222222222222,,0.0,0.3333333333333333,0.0,0.5,0.5,1.0,313.4074074074074,0.14814814814814814,0.2222222222222222,-7.568354602562681,-1.2762000000000002,7.0,7.0,BP,S2,14,ARI,False,ARI,-0.6648983352888795
14.0,37.0,33.0,12.0,7.0,8.0,1.0,0.0,3.0,22.0,9.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,0.0,0.36363636363636365,0.3783783783783784,0.6666666666666666,1.045045045045045,0.303030303030303,0.36,0.0,0.08108108108108109,0.1891891891891892,0.05405405405405406,0.3125,0.6875,0.45454545454545453,226.57894736842104,0.3783783783783784,0.6666666666666666,0.42429573982083124,-0.5054,5.0,11.0,BP,S2,15,ARI,False,ARI,0.1684174859744303
8.0,22.0,19.0,8.0,7.0,1.0,3.0,0.0,4.0,23.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.42105263157894735,0.5,1.2105263157894737,1.7105263157894737,0.7894736842105263,0.2857142857142857,,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.5,0.5,1.0,207.8095238095238,0.5,1.2105263157894737,5.2466030373976515,0.2517999999999999,5.0,5.0,BP,S2,16,ARI,False,ARI,0.5995720351946743
15.0,47.0,40.0,17.0,13.0,6.0,3.0,2.0,6.0,42.0,17.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,7.0,1.0,0.0,0.425,0.48936170212765956,1.05,1.5393617021276595,0.625,0.4230769230769231,,0.1276595744680851,0.19148936170212766,0.1276595744680851,0.4,0.6,0.6666666666666666,206.31914893617022,0.48936170212765956,1.05,11.73138461839271,0.8020999999999999,6.0,9.0,BP,S2,17,COL,False,COL,1.3331771608565768
4.0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.375,0.16666666666666666,0.5416666666666666,0.0,0.25,,0.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.5,266.3333333333333,0.375,0.16666666666666666,-0.4688764480312725,0.0689,1.0,2.0,BN,S2,18,BOS,False,BOS,-0.016241936480664427
14.0,40.0,32.0,9.0,5.0,6.0,2.0,0.0,1.0,14.0,3.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,5.0,2.0,0.0,0.28125,0.425,0.4375,0.8625,0.15625,0.3076923076923077,1.0,0.025,0.125,0.2,0.6111111111111112,0.3888888888888889,1.5714285714285714,252.65853658536585,0.425,0.4375,3.0156048250730234,0.3377,11.0,7.0,BC,S2,20,SFG,False,SFG,0.4377636306071372
5.0,11.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.2,0.2727272727272727,0.2,0.4727272727272727,0.0,0.25,0.6666666666666666,0.0,0.18181818181818182,0.09090909090909091,0.5,0.5,1.0,286.5,0.2727272727272727,0.2,-1.8005305484066012,-0.10690000000000001,3.0,3.0,,S2,22,MIN,False,MIN,-0.14259718911320557
17.0,47.0,41.0,17.0,10.0,10.0,5.0,0.0,2.0,28.0,9.0,6.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,1.0,0.0,0.4146341463414634,0.48936170212765956,0.6829268292682927,1.1722885313959523,0.26829268292682934,0.5555555555555556,1.0,0.0425531914893617,0.2553191489361702,0.1276595744680851,0.5,0.5,1.0,217.67391304347825,0.48936170212765956,0.6829268292682927,5.488588751011327,0.6926999999999999,6.0,6.0,BN,S2,23,2TM,False,BOS,0.7088975741184386
5.0,14.0,12.0,6.0,3.0,3.0,2.0,0.0,1.0,11.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.5,0.5714285714285714,0.9166666666666666,1.4880952380952381,0.41666666666666663,0.625,,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,1.0,0.0,190.71428571428572,0.5714285714285714,0.9166666666666666,3.2151198187326613,0.7563,0.0,3.0,BN,S2,23,ARI,True,ARI,0.3691830837082083
12.0,33.0,29.0,11.0,7.0,7.0,3.0,0.0,1.0,17.0,5.0,4.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.3793103448275862,0.45454545454545453,0.5862068965517241,1.0407523510971786,0.2068965517241379,0.5263157894736842,1.0,0.030303030303030304,0.2727272727272727,0.12121212121212122,0.6666666666666666,0.3333333333333333,2.0,229.46875,0.45454545454545453,0.5862068965517241,2.273468932278665,-0.06359999999999999,6.0,3.0,BN,S2,23,BOS,True,BOS,0.3397144904102302
7.0,20.0,19.0,7.0,4.0,5.0,1.0,0.0,1.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,0.0,0.3684210526315789,0.4,0.5789473684210527,0.9789473684210527,0.21052631578947373,0.375,,0.05,0.1,0.05,0.4,0.6,0.6666666666666666,221.1,0.4,0.5789473684210527,-1.081166361344335,-0.031199999999999985,4.0,6.0,BC,S2,24,MTL,False,MTL,-0.040015062084516106
16.0,42.0,40.0,11.0,11.0,3.0,0.0,1.0,7.0,34.0,14.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,8.0,0.0,0.0,0.275,0.30952380952380953,0.85,1.1595238095238094,0.575,0.2,,0.16666666666666666,0.30952380952380953,0.047619047619047616,0.5,0.5,1.0,250.34146341463415,0.30952380952380953,0.85,1.7609879063779355,-0.06989999999999989,8.0,8.0,BP,S2,25,BOS,False,BOS,0.31911209614262004
17.0,45.0,39.0,12.0,5.0,9.0,3.0,0.0,0.0,15.0,1.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,3.0,0.0,0.0,0.3076923076923077,0.4,0.38461538461538464,0.7846153846153847,0.07692307692307693,0.4,,0.0,0.2,0.13333333333333333,0.8333333333333334,0.16666666666666666,5.0,262.53333333333336,0.4,0.38461538461538464,-1.2228342558290781,-0.3873000000000001,15.0,3.0,BC,S2,26,BOS,False,BOS,0.030945116029406305
9.0,22.0,19.0,3.0,1.0,1.0,1.0,0.0,1.0,7.0,4.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.15789473684210525,0.2727272727272727,0.3684210526315789,0.6411483253588517,0.21052631578947367,0.2222222222222222,,0.045454545454545456,0.4090909090909091,0.13636363636363635,0.8571428571428571,0.14285714285714285,6.0,303.3181818181818,0.2727272727272727,0.3684210526315789,-1.6171267503628817,-0.4600000000000001,6.0,1.0,BN,S2,31,2TM,False,MIL,-0.08680094358137905
2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,,0.0,0.25,0.25,1.0,0.0,,340.75,0.25,0.0,-1.4424177903539217,-0.16670000000000001,2.0,0.0,BN,S2,31,PHI,True,PHI,-0.1306214642254087
7.0,18.0,16.0,3.0,1.0,1.0,1.0,0.0,1.0,7.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.1875,0.2777777777777778,0.4375,0.7152777777777778,0.25,0.2857142857142857,,0.05555555555555555,0.4444444444444444,0.1111111111111111,0.8,0.2,4.0,295.0,0.2777777777777778,0.4375,-0.17470896000896008,-0.2933,4.0,1.0,BN,S2,31,MIL,True,MIL,0.04382052064402964
11.0,30.0,28.0,8.0,4.0,4.0,0.0,2.0,2.0,18.0,5.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,1.0,0.0,0.2857142857142857,0.3333333333333333,0.6428571428571429,0.9761904761904763,0.3571428571428572,0.3333333333333333,,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.4166666666666667,0.5833333333333334,0.7142857142857143,241.26666666666668,0.3333333333333333,0.6428571428571429,0.584215733478988,0.34399999999999986,5.0,7.0,BN,S2,32,BOS,False,BOS,0.16057393442277487
13.0,36.0,35.0,17.0,9.0,12.0,2.0,0.0,3.0,28.0,9.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,0.0,0.4857142857142857,0.5,0.8,1.3,0.31428571428571433,0.5384615384615384,,0.08333333333333333,0.16666666666666666,0.027777777777777776,0.5833333333333334,0.4166666666666667,1.4,222.36111111111111,0.5,0.8,6.758212002470842,0.9544000000000001,7.0,5.0,BC,S2,33,BOS,False,BOS,0.7984040335369355
5.0,12.0,11.0,4.0,2.0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.36363636363636365,0.4166666666666667,0.7272727272727273,1.143939393939394,0.36363636363636365,0.42857142857142855,,0.08333333333333333,0.25,0.08333333333333333,0.25,0.75,0.3333333333333333,193.1,0.4166666666666667,0.7272727272727273,0.6365105619139771,0.09619999999999998,1.0,3.0,BP,S2,35,SEA,False,SEA,0.10451200062134816
8.0,19.0,19.0,6.0,1.0,4.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.3157894736842105,0.3157894736842105,0.42105263157894735,0.7368421052631579,0.10526315789473684,0.4,0.0,0.0,0.21052631578947367,0.0,0.3333333333333333,0.6666666666666666,0.5,240.95,0.3157894736842105,0.42105263157894735,-1.2942437013876216,-0.4826,3.0,6.0,BC,S2,37,WSH,False,WSH,-0.06472787479134064
5.0,13.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.0,0.18181818181818182,,0.0,0.15384615384615385,0.0,0.5555555555555556,0.4444444444444444,1.25,327.6923076923077,0.15384615384615385,0.15384615384615385,-2.029543534817783,-0.3257999999999999,5.0,4.0,BC,S2,41,CLE,False,CLE,-0.158688330349332
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,242.0,0.0,0.0,-0.37626708832028555,-0.1127,0.0,1.0,BP,S2,42,PIT,False,PIT,-0.030816551427036813
16.0,44.0,40.0,11.0,5.0,9.0,1.0,0.0,1.0,15.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,10.0,3.0,0.0,0.275,0.3409090909090909,0.375,0.7159090909090908,0.09999999999999998,0.2857142857142857,,0.022727272727272728,0.09090909090909091,0.09090909090909091,0.48,0.52,0.9230769230769231,251.95454545454547,0.3409090909090909,0.375,-4.34030473929295,-0.17880000000000007,12.0,13.0,BC,S2,47,TEX,False,TEX,-0.28420701101947676
9.0,22.0,19.0,4.0,3.0,3.0,1.0,0.0,0.0,5.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.21052631578947367,0.3181818181818182,0.2631578947368421,0.5813397129186603,0.05263157894736842,0.2857142857142857,,0.0,0.22727272727272727,0.13636363636363635,0.3,0.7,0.42857142857142855,253.95454545454547,0.3181818181818182,0.2631578947368421,0.8155255625552496,-0.11760000000000001,3.0,7.0,,S2,49,CLE,False,CLE,0.15646428771043408
3.0,9.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2222222222222222,0.42857142857142855,0.6507936507936507,0.2857142857142857,0.3333333333333333,,0.0,0.5555555555555556,0.1111111111111111,0.5,0.5,1.0,266.1111111111111,0.2222222222222222,0.42857142857142855,-1.5441821739643506,-0.0998,1.0,1.0,BN,S2,51,TOR,False,TOR,-0.12377250907397223
6.0,16.0,16.0,3.0,2.0,1.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,0.1875,0.1875,0.5625,0.75,0.375,0.1,,0.125,0.25,0.0,0.4444444444444444,0.5555555555555556,0.8,283.3125,0.1875,0.5625,-2.889766023451102,-0.5061,4.0,5.0,BN,S2,52,MIL,False,MIL,-0.23449534310517625
6.0,12.0,12.0,5.0,2.0,2.0,2.0,0.0,1.0,10.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.25,0.4166666666666667,0.5,,0.08333333333333333,0.25,0.0,0.25,0.75,0.3333333333333333,203.45454545454547,0.4166666666666667,0.8333333333333334,0.6380950533953496,-0.012799999999999971,1.0,3.0,BN,S2,53,TOR,False,TOR,0.10467044976948539
2.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.5,1.0,1.5,0.6,0.3333333333333333,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,1.0,202.83333333333334,0.5,1.0,1.2351735301916082,0.7746000000000001,1.0,1.0,BN,S2,55,CLE,False,CLE,0.14394782523413605
11.0,30.0,29.0,9.0,5.0,2.0,3.0,0.0,4.0,24.0,7.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,0.3103448275862069,0.3333333333333333,0.8275862068965517,1.160919540229885,0.5172413793103448,0.25,,0.13333333333333333,0.16666666666666666,0.03333333333333333,0.4666666666666667,0.5333333333333333,0.875,231.17241379310346,0.3333333333333333,0.8275862068965517,3.974134383571655,0.2696,7.0,8.0,BC,S2,56,TOR,False,TOR,0.4995657994320416
12.0,35.0,30.0,8.0,5.0,3.0,4.0,0.0,1.0,15.0,8.0,5.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.26666666666666666,0.37142857142857144,0.5,0.8714285714285714,0.23333333333333334,0.30434782608695654,1.0,0.02857142857142857,0.17142857142857143,0.14285714285714285,0.75,0.25,3.0,264.1818181818182,0.37142857142857144,0.5,3.4235188476911276,0.26940000000000003,12.0,4.0,BN,S2,57,HOU,False,HOU,0.4615296393564682
3.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,0.0,0.5,0.0,0.0,0.2,0.0,0.5,0.5,1.0,308.0,0.4,0.4,-0.4843940684795873,-0.11510000000000002,1.0,1.0,BP,S2,58,PHI,False,PHI,-0.031414013335479385
16.0,45.0,43.0,12.0,5.0,8.0,2.0,1.0,1.0,19.0,3.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,2.0,0.0,0.27906976744186046,0.3111111111111111,0.4418604651162791,0.7529715762273902,0.16279069767441862,0.4074074074074074,,0.022222222222222223,0.3333333333333333,0.044444444444444446,0.4375,0.5625,0.7777777777777778,248.0222222222222,0.3111111111111111,0.4418604651162791,-2.18819753791763,-0.18230000000000002,7.0,9.0,BN,S2,62,3TM,False,STL,-0.0655912121794489
2.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.25,,0.0,0.2,0.0,0.6666666666666666,0.3333333333333333,2.0,278.4,0.2,0.2,-0.8161797285440187,-0.1169,2.0,1.0,BN,S2,62,HOU,True,HOU,-0.06459257934192252
7.0,20.0,18.0,6.0,2.0,4.0,1.0,0.0,1.0,10.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.3333333333333333,0.4,0.5555555555555556,0.9555555555555556,0.22222222222222227,0.5,,0.05,0.35,0.1,0.2,0.8,0.25,213.85,0.4,0.5555555555555556,0.4204913446113414,0.0011000000000000107,1.0,4.0,BN,S2,62,SFG,True,SFG,0.11015070851105153
7.0,20.0,20.0,5.0,2.0,3.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.25,0.25,0.4,0.65,0.15000000000000002,0.38461538461538464,,0.0,0.35,0.0,0.5,0.5,1.0,274.6,0.25,0.4,-1.7925091539849534,-0.0665,4.0,4.0,BN,S2,62,STL,True,STL,-0.11114934134857794
18.0,49.0,42.0,20.0,11.0,15.0,2.0,1.0,2.0,30.0,10.0,6.0,0.0,6.0,0.0,4.0,1.0,0.0,1.0,3.0,3.0,4.0,6.0,0.0,0.0,0.47619047619047616,0.5306122448979592,0.7142857142857143,1.2448979591836735,0.23809523809523814,0.5142857142857142,0.8,0.04081632653061224,0.12244897959183673,0.12244897959183673,0.5882352941176471,0.4117647058823529,1.4285714285714286,207.41509433962264,0.5306122448979592,0.7142857142857143,5.75486925804926,0.3783999999999999,10.0,7.0,BC,S2,65,HOU,False,HOU,0.7423357822272236
6.0,12.0,10.0,4.0,0.0,2.0,1.0,1.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.4,0.45454545454545453,0.7,1.1545454545454545,0.29999999999999993,0.4444444444444444,1.0,0.0,0.08333333333333333,0.08333333333333333,0.2,0.8,0.25,196.76923076923077,0.45454545454545453,0.7,1.14010738846968,0.14219999999999997,1.0,4.0,BC,S2,69,SEA,False,SEA,0.15487168327691841
11.0,32.0,29.0,12.0,7.0,8.0,1.0,0.0,3.0,22.0,8.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.41379310344827586,0.46875,0.7586206896551724,1.2273706896551724,0.3448275862068965,0.45,,0.09375,0.1875,0.09375,0.5454545454545454,0.45454545454545453,1.2,236.40625,0.46875,0.7586206896551724,4.35891201758791,0.5025999999999999,6.0,5.0,BN,S2,73,COL,False,COL,0.5448537202386589
2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,,0.0,0.6666666666666666,0.0,,,,254.0,0.3333333333333333,0.3333333333333333,0.9791070776249091,0.0508,0.0,0.0,BC,S2,74,ARI,False,ARI,0.10812594386997851
2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,,0.0,0.5,0.25,1.0,0.0,,313.25,0.25,0.0,-1.5764214044875156,-0.1241,1.0,0.0,BC,S2,75,COL,False,COL,-0.1440218256387681
13.0,39.0,37.0,8.0,3.0,4.0,2.0,0.0,2.0,16.0,5.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,1.0,0.0,0.21621621621621623,0.2564102564102564,0.43243243243243246,0.6888426888426888,0.21621621621621623,0.2608695652173913,,0.05128205128205128,0.3076923076923077,0.05128205128205128,0.35294117647058826,0.6470588235294118,0.5454545454545454,268.6666666666667,0.2564102564102564,0.43243243243243246,-3.6478551167766247,-0.7946000000000002,6.0,11.0,BP,S2,79,COL,False,COL,-0.23198744228032356
